,0,1
10468,aja,saja
10469,anak2,anak-anak
10470,yaaaa,ya
10471,zama,zaman
10472,kn,kan
10473,udh,sudah
10474,gnti,ganti
10475,yg,yang
10476,bru,baru
10477,nmnya,namanya
10478,tapo,tapi
10479,kuy,yuk
10480,gkk,enggak
10481,lg,lagi
10482,petinggi2,petinggi-petinggi
10483,slalu,selalu
10484,wota2,wota-wota
10485,yg,yang
10486,yg,yang
10487,yg,yang
10488,knpa,kenapa
10489,indefendet,independen
10490,gak,enggak
10491,tempat2,tempat-tempat
10492,yg,yang
10493,kyk,kayak
10494,taik,tahi
10495,yg,yang
10496,slalu,selalu
10497,anak2,anak-anak
10498,bkn,bukan
10499,yuuuukkk,yuk
10500,bener,benar
10501,lg,lagi
10502,dituutup,ditutup
10503,silahkan,silakan
10504,gak,enggak
10505,gak,enggak
10506,mbaa,mbak
10507,ngayal,mengkhayal
10508,trlalu,terlalu
10509,ngayal,mengkhayal
10510,aja,saja
10511,smvk,sempak
10512,liat,lihat
10513,aja,saja
10514,bkal,bakal
10515,jd,jadi
10516,knyataan,kenyataan
10517,amiinn,amin
10518,njrittt,anjir
10519,aja,saja
10520,yah,ya
10521,aminnn,amin
10522,selmt,selamat
10523,taz,atas
10524,klhran,kelahiran
10525,ank,anak
10526,pertma,pertama
10527,kk,kakak
10528,ats,atas
10529,kelahuran,kelahiran
10530,ank,anak
10531,pertamany,pertamanya
10532,slmt,selamat
10533,k,kak
10534,k,kak
10535,mamax,mamanya
10536,iyah,iya
10537,ankx,anaknya
10538,cantip,cantik
10539,lucuuuuu,lucu
10540,donk,dong
10541,yg,yang
10542,donk,dong
10543,yg,yang
10544,ortu,orang tua
10545,amiiiin,amin
10546,lucuuu,lucu
10547,lucuuuu,lucu
10548,ihh,ih
10549,la,lah
10550,skli,sekali
10551,kluarga,keluarga
10552,kpn,kapan
10553,ak,aku
10554,pnya,punya
10555,yg,yang
10556,iyha,iya
10557,dedek,adek
10558,yg,yang
10559,cantikkk,cantik
10560,y,ya
10561,kk,kakak
10562,mb,mbak
10563,ats,atas
10564,klahiran,kelahiran
10565,slmat,selamat
10566,aamiin,amin
10567,slamat,selamat
10568,jdi,jadi
10569,ortu,orang tua
10570,kk,kakak
10571,smoga,semoga
10572,jdi,jadi
10573,ank,anak
10574,mmbanggakan,membanggakan
10575,ortuny,orang tuanya
10576,aamiin,amin
10577,lucuuu,lucu
10578,bngtt,banget
10579,selmat,selamat
10580,ae,saja
10581,mnjdi,menjadi
10582,bnda,bunda
10583,k,kak
10584,ma,sama
10585,trus,terus
10586,nyah,nya
10587,aamiin,amin
10588,bgt,banget
10589,prtamax,pertamanya
10590,kk,kakak
10591,moqa,moga
10592,jdi,jadi
10593,yq,yang
10594,brbakti,berbakti
10595,yaaa,ya
10596,gewlaaaaa,gila
10597,ea,ya
10598,kk,kakak
10599,kk,kakak
10600,ny,nya
10601,yg,yang
10602,sm,sama
10603,lg,lagi
10604,yg,yang
10605,skrg,sekarang
10606,"sama""",sama-sama
10607,basodaraa,bersaudara
10608,yg,yang
10609,gamau,enggak mau
10610,sm,sama
10611,dr,dari
10612,ori,orisinal
10613,hargs,harga
10614,perhatiin,perhatikan
10615,abal2,abal-abal
10616,kasian,kasihan
10617,bgt,banget
10618,bantuim,bantu
10619,maen,main
10620,adl,adalah
10621,pelwak,pelawak
10622,pake,pakai
10623,karna,karena
10624,pgn,pengin
10625,kenceng,kencang
10626,ga,enggak
10627,tp,tapi
10628,temen,teman
10629,nyaranin,menyarankan
10630,emang,memang
10631,pake,pakai
10632,udah,sudah
10633,keliatan,kelihatan
10634,saranin,menyarankan
10635,km,kamu
10636,hub,hubungi
10637,ngasih,mengasih
10638,ayoo,ayo
10639,aamiiin,amin
10640,suces,sukses
10641,slalu,selalu
10642,y,ya
10643,yg,yang
10644,jgn,jangan
10645,km,kamu
10646,sucses,sukses
10647,ga,enggak
10648,ga,enggak
10649,garemin,garami
10650,trus,terus
10651,gapake,enggak pakai
10652,ayoo,ayo
10653,hubunggi,hubungi
10654,gak,enggak
10655,ngiringan,mengiringi
10656,q,ku
10657,gk,enggak
10658,maluuu,malu
10659,udah,sudah
10660,gk,enggak
10661,makasih,terima kasih
10662,kaka,kakak
10663,klo,kalo
10664,karir.a,karirnya
10665,iyaa,iya
10666,aamin,amin
10667,teruz,terus
10668,yg,yang
10669,udh,sudah
10670,dpt,dapat
10671,atw,atau
10672,atw,atau
10673,kaka,kakak
10674,kemarn,kemarin
10675,cobain,mencoba
10676,udah,sudah
10677,pake,pakai
10678,ga,enggak
10679,emang,memang
10680,pake,pakai
10681,udah,sudah
10682,dapet,dapat
10683,bgt,banget
10684,makasih,terima kasih
10685,kaka,kakak
10686,recomendasinya,rekomendasinya
10687,promoo,promo
10688,ongkirr,ongkir
10689,ga,enggak
10690,yaa,ya
10691,makasih,terima kasih
10692,udah,sudah
10693,kenalin,mengenalkan
10694,pake,pakai
10695,makasih,terima kasih
10696,jd,jadi
10697,gak,enggak
10698,gk,enggak
10699,dri,dari
10700,mskasih,terima kasih
10701,kaka,kakak
10702,kaka,kakak
10703,yg,yang
10704,dlm,dalam
10705,yg,yang
10706,wowwwww,wow
10707,kaka,kakak
10708,kemarn,kemarin
10709,cobain,mencoba
10710,udah,sudah
10711,pake,pakai
10712,ga,enggak
10713,emang,memang
10714,pake,pakai
10715,udah,sudah
10716,dapet,dapat
10717,kaka,kakak
10718,bgt,banget
10719,makasih,terima kasih
10720,kaka,kakak
10721,recomendasinya,rekomendasinya
10722,seeeemua,semua
10723,bener,benar
10724,bener,benar
10725,yg,yang
10726,dipake,dipakai
10727,skrng,sekarang
10728,gak,enggak
10729,pake,pakai
10730,jd,jadi
10731,dri,dari
10732,yg,yang
10733,rekomendasiin,rekomendasikan
10734,mksh,terima kasih
10735,makasih,terima kasih
10736,nyaranin,menyarani
10737,bener,benar
10738,bener,benar
10739,makasih,terima kasih
10740,udh,sudah
10741,kenalin,mengenalkan
10742,jd,jadi
10743,gak,enggak
10744,dlm,dalam
10745,jd,jadi
10746,pede,percaya diri
10747,skrng,sekarang
10748,makasih,terima kasih
10749,wowwww,wow
10750,kaka,kakak
10751,kemarn,kemarin
10752,udah,sudah
10753,pake,pakai
10754,ga,enggak
10755,emang,memang
10756,pake,pakai
10757,udah,sudah
10758,dapet,dapat
10759,kaka,kakak
10760,bgt,banget
10761,makasih,terima kasih
10762,kaka,kakak
10763,recomendasinya,rekomendasinya
10764,artis2,artis-artis
10765,batesin,batasi
10766,atw,atau
10767,ga,enggak
10768,ilang,hilang
10769,ilang,hilang
10770,bijin,bikin
10771,ga,enggak
10772,pd,percaya diri
10773,yg,yang
10774,yg,yang
10775,ga,enggak
10776,pengen,pengin
10777,gitu,begitu
10778,ngeidealin,mengidealkan
10779,bdn,badan
10780,kmi,kami
10781,bhn,bahan
10782,dlm,dalam
10783,hr,hari
10784,mngkin,mungkin
10785,menghilangkn,menghilangkan
10786,utk,untuk
10787,utk,untuk
10788,lucuuuuu,lucu
10789,bgt,banget
10790,yg,yang
10791,lucu2,lucu-lucu
10792,makasih,terima kasih
10793,udh,sudah
10794,kenalin,mengenalkan
10795,jd,jadi
10796,gak,enggak
10797,ga,enggak
10798,ga,enggak
10799,gasalah,enggak salah
10800,gak,enggak
10801,yg,yang
10802,yg,yang
10803,yg,yang
10804,brsma,bersama
10805,le,boleh
10806,ugha,juga
10807,aja,saja
10808,cogan,cowok ganteng
10809,semuaaa,semua
10810,keknya,kayaknya
10811,mo,mau
10812,dijadiin,dijadikan
10813,ni,nih
10814,yg,yang
10815,kn,kan
10816,heeee,hai
10817,ayoo,ayo
10818,nonton,menonton
10819,blm,belum
10820,dgr,dengar
10821,yg,yang
10822,jd,jadi
10823,udah,sudah
10824,nobar,menonton bareng
10825,dateng,datang
10826,rame2,rame-rame
10827,yam,ya
10828,rame2,rame-rame
10829,tai,tahi
10830,kek,kayak
10831,bkan,bukan
10832,yg,yang
10833,yg,yang
10834,kartunin,kartun
10835,tpi,tapi
10836,jdulnya,judulnya
10837,udah,sudah
10838,pen,pengin
10839,bacaaaa,baca
10840,nonton,menonton
10841,kta,kita
10842,bgus,bagus
10843,kyaknya,kayaknya
10844,leh,boleh
10845,ugha,juga
10846,bgt,banget
10847,km,kamu
10848,aq,aku
10849,gw,gue
10850,abez,habis
10851,nihh,nih
10852,donk,dong
10853,baaaaaang,bang
10854,sy,saya
10855,sy,saya
10856,bgt,banget
10857,sm,sama
10858,kk,kakak
10859,ka,kak
10860,ampunnnnn,ampun
10861,ganteeeeng,ganteng
10862,bgt,banget
10863,entahhh,entah
10864,gimanaaaa,bagaimana
10865,bs,bisa
10866,kesampean,kesampaian
10867,baper,bawa perasaan
10868,pdhl,padahal
10869,udah,sudah
10870,bgt,banget
10871,duuhh,duh
10872,gantengnyaaaa,gantengnya
10873,mrip,mirip
10874,kk,kakak
10875,bgtt,banget
10876,kpn2,kapan-kapan
10877,yah,ya
10878,yg,yang
10879,gini,begini
10880,yg,yang
10881,indo,indonesia
10882,pans,fan
10883,sampe,sampai
10884,kuliyh,kuliah
10885,gini,begini
10886,kk,kakak
10887,gantengg,ganteng
10888,bngett,banget
10889,kakk,kak
10890,kenalin,kenalkan
10891,yah,ya
10892,alm,almarhum
10893,gantengkuuuuuu,gantengku
10894,atassss,atas
10895,y,ya
10896,orgny,orangnya
10897,yha,ya
10898,kaaaaa,kak
10899,aja,saja
10900,owalaah,walah
10901,gt,begitu
10902,bgt,banget
10903,nengok,menengok
10904,awk,awak
10905,nengok,menengok
10906,aslinyo,aslinya
10907,liat,lihat
10908,yg,yang
10909,dr,dari
10910,dlm,dalam
10911,alissnyaa,alisnya
10912,masaaaa,masa
10913,adenya,adeknya
10914,nggak,enggak
10915,aja,saja
10916,komuk,muka
10917,elo,lo
10918,kalahnye,kalahnya
10919,yah,ya
10920,males,malas
10921,udh,sudah
10922,gimana,bagaimana
10923,yah,ya
10924,maapin,maafi
10925,milih,memilih
10926,ngga,enggak
10927,yoo,ya
10928,udah,sudah
10929,tp,tapi
10930,iyaaaa,iya
10931,aja,saja
10932,udh,sudah
10933,kpn,kapan
10934,ga,enggak
10935,liat,lihat
10936,fakultass,fakultas
10937,ngga,enggak
10938,liat,lihat
10939,smrg,semarang
10940,liat,lihat
10941,org,orang
10942,yg,yang
10943,gw,gue
10944,inget,ingat
10945,elu,lu
10946,inget,ingat
10947,aja,saja
10948,aja,saja
10949,serem,seram
10950,g,enggak
10951,unyu2,unyu-unyu
10952,loe,lo
10953,yah,ya
10954,loe,lo
10955,koq,kok
10956,loe,lo
10957,ohh,oh
10958,yg,yang
10959,d,di
10960,blg,bilang
10961,pdahal,padahal
10962,yyaaa,ya
10963,trs,terus
10964,blg,bilang
10965,lagii,lagi
10966,klo,kalo
10967,pdahal,padahal
10968,insonniaaa,insomnia
10969,udah,sudah
10970,klo,kalo
10971,udah,sudah
10972,adekx,adeknya
10973,dri,dari
10974,liat,lihat
10975,nihh,nih
10976,bgtttt,banget
10977,karna,karena
10978,pengen,pengin
10979,aamiin,amin
10980,liat,lihat
10981,azaab,azab
10982,gk,enggak
10983,bosen,bosan
10984,nonton,menonton
10985,km,kamu
10986,jgn,jangan
10987,gini,begini
10988,yah,ya
10989,ngakak,mengakak
10990,gksi,enggak sih
10991,ga,enggak
10992,gw,gue
10993,ga,enggak
10994,gokil,gila
10995,ko,kok
10996,sampe,sampai
10997,gituh,begitu
10998,yah,ya
10999,udh,sudah
11000,ngakak,mengakak
11001,aja,saja
11002,gk,enggak
11003,bosen,bosan
11004,liat,lihat
11005,emang,memang
11006,bener,benar
11007,bgt,banget
11008,skrg,sekarang
11009,aja,saja
11010,ahhh,ah
11011,ga,enggak
11012,greged,greget
11013,alamiii,alami
11014,bgt,banget
11015,emang,memang
11016,pake,pakai
11017,kenceng,kencang
11018,sm,sama
11019,ka,kak
11020,pngen,pengin
11021,bgt,banget
11022,ktemu,ketemu
11023,lngsung,langsung
11024,sm,sama
11025,ka,kak
11026,yuuu,yuk
11027,ga,enggak
11028,d,di
11029,ihh,ih
11030,ditayangin,ditayangkan
11031,lg,lagi
11032,ko,kok
11033,pake,pakai
11034,itungan,hitungan
11035,bgt,banget
11036,gak,enggak
11037,aja,saja
11038,cantikkk,cantik
11039,jd,jadi
11040,"ms""",masa-masa
11041,yg,yang
11042,meranin,memerankan
11043,baper,bawa perasaan
11044,bgt,banget
11045,dlu,dulu
11046,nontonny,menontonnya
11047,kaka,kakak
11048,pake,pakai
11049,gak,enggak
11050,nyesel,menyesal
11051,ka,kak
11052,dlm,dalam
11053,emank,memang
11054,udh,sudah
11055,rekomendasiiin,merekomendasikan
11056,jd,jadi
11057,gak,enggak
11058,lg,lagi
11059,bgt,banget
11060,gemesin,menggemaskan
11061,yg,yang
11062,naksir,menaksir
11063,sista2,sista-sista
11064,agan2,agan-agan
11065,yg,yang
11066,pengen,pengin
11067,ga,enggak
11068,makasih,terima kasih
11069,bikinin,membikin
11070,kk,kakak
11071,kaka,kakak
11072,yaaaa,ya
11073,pake,pakai
11074,sy,saya
11075,jg,juga
11076,pingin,pengin
11077,sm,sama
11078,tpi,tapi
11079,ngg,enggak
11080,cntik,cantik
11081,pake,pakai
11082,nanget,banget
11083,ngeditnya,mengeditnya
11084,himana,bagaimana
11085,ngeditnya,mengeditnya
11086,gimana,bagaimana
11087,waww,wow
11088,kereen,keren
11089,pengen,pengin
11090,kekgini,kayak begini
11091,yah,ya
11092,ga,enggak
11093,bsa,bisa
11094,ngasih,mengasih
11095,apa2,apa-apa
11096,kakk,kak
11097,kakk,kak
11098,smoga,semoga
11099,bgt,banget
11100,subhanaallahh,subhanallah
11101,sangat2,sangat-sangat
11102,bgtt,banget
11103,subhanalloh,subhanallah
11104,terharuuuu,terharu
11105,subhanalloh,subhanallah
11106,kpn,kapan
11107,"kata""",kata-kata
11108,gtu,begitu
11109,subhanallahhh,subhanallah
11110,kpn,kapan
11111,yaaa,ya
11112,tlsn,tulisan
11113,gini,begini
11114,subhanalloh,subhanallah
11115,nagiss,menangis
11116,yaa,ya
11117,kaaa,kak
11118,aneut,banget
11119,trrharu,terharu
11120,skli,sekali
11121,sllu,selalu
11122,subhnallah,subhanallah
11123,yng,yang
11124,yaa,ya
11125,allahh,allah
11126,suamiii,suami
11127,aminnnn,amin
11128,aaahh,ah
11129,dcintai,dicintai
11130,spt,seperti
11131,yaa,ya
11132,smga,semoga
11133,sll,selalu
11134,mnjadi,menjadi
11135,klrga,keluarga
11136,yg,yang
11137,liat'y,lihatnya
11138,bngeet,banget
11139,yaa,ya
11140,alloh,allah
11141,smoga,semoga
11142,bnr2,benar-benar
11143,smg,semoga
11144,klian,kalian
11145,lggeng,langgeng
11146,trs,terus
11147,smga,semoga
11148,samara,sakinah mawadah rahman
11149,romantisny,romatisnya
11150,bgd,banget
11151,duhhh,duh
11152,pcar,pacar
11153,kakanga,kakaknya
11154,kakanya,kakaknya
11155,udah,sudah
11156,makasih,terima kasih
11157,udah,sudah
11158,lyt,lihat
11159,bener,benar
11160,yakk,ya
11161,slw,selow
11162,aja,saja
11163,cpa,siapa
11164,gak,enggak
11165,yg,yang
11166,mna,mana
11167,emng,memang
11168,gak,enggak
11169,akuu,aku
11170,ama,sama
11171,aja,saja
11172,gak,enggak
11173,ngomong,mengomong
11174,aelah,alah
11175,msih,masih
11176,aja,saja
11177,nyari,mencari
11178,idupnya,hidupnya
11179,bner,benar
11180,blom,belum
11181,pakek,pakai
11182,ngatain,mengatai
11183,orabg,orang
11184,ngingetin,mengingatkan
11185,yg,yang
11186,nyari,mencari
11187,kaa,kak
11188,iyha,iya
11189,makasih,terima kasih
11190,yha,ya
11191,mukanyaa,mukanya
11192,kakanya,kakaknya
11193,jwb,jawab
11194,kakakny,kakaknya
11195,maluuu,malu
11196,pnya,punya
11197,indo,indonesia
11198,yg,yang
11199,jgn,jangan
11200,dri,dari
11201,tpi,tapi
11202,bnyak,banyak
11203,yg,yang
11204,yg,yang
11205,yg,yang
11206,tu,itu
11207,pakek,pakai
11208,woooyy,woy
11209,kw,kau
11210,ngelucu,melucu
11211,yoo,ya
11212,bukak,buka
11213,mato,mata
11214,kw,kau
11215,klo,kalo
11216,emang,memang
11217,kw,kau
11218,yo,ya
11219,yg,yang
11220,kyk,kayak
11221,kw,kau
11222,kareno,karena
11223,bnyak,banyak
11224,orng,orang
11225,cino,cina
11226,munafikk,munafik
11227,kw,kau
11228,tu,itu
11229,taik,tahi
11230,tu,itu
11231,yg,yang
11232,bnyak,banyak
11233,yg,yang
11234,laen,lain
11235,meker,mikir
11236,meker,mikir
11237,dak,indak
11238,indoneaia,indonesia
11239,tu,itu
11240,dak,indak
11241,dak,indak
11242,nyalahin,menyalahkan
11243,benarin,membenarkan
11244,emang,memang
11245,jaadii,jadi
11246,apo,apa
11247,nyo,nya
11248,dak,indak
11249,yg,yang
11250,aja,saja
11251,jgn,jangan
11252,sndiri,sendiri
11253,yg,yang
11254,sndri,sendiri
11255,mba,mbak
11256,miara,memiara
11257,pake,pakai
11258,ngaku,mengaku
11259,gak,enggak
11260,mba,mbak
11261,karna,karena
11262,mba,mbak
11263,jalanani,menjalani
11264,aja,saja
11265,gak,enggak
11266,mba,mbak
11267,yg,yang
11268,mba,mbak
11269,yg,yang
11270,gak,enggak
11271,mba,mbak
11272,yg,yang
11273,mba,mbak
11274,sy,saya
11275,yg,yang
11276,yg,yang
11277,smua,semua
11278,dalil2,dalil-dalil
11279,sunah2,sunah-sunah
11280,tp,tapi
11281,sy,saya
11282,sm,sama
11283,sdah,sudah
11284,pake,pakai
11285,lg,lagi
11286,benda2,benda-benda
11287,sj,saja
11288,lg,lagi
11289,krn,karena
11290,bilang2,bilang-bilang
11291,tp,tapi
11292,gk,enggak
11293,ngomong,mengomong
11294,ngaca,mengaca
11295,emangnya,memangnya
11296,knp,kenapa
11297,rumpiin,rumpi
11298,ngaca,mengaca
11299,hotak,botak
11300,gk,enggak
11301,yg,yang
11302,ikut2,ikut-ikut
11303,ngaca,mengaca
11304,yg,yang
11305,km,kamu
11306,nahhh,nah
11307,klo,kalo
11308,yg,yang
11309,yg,yang
11310,jg,juga
11311,napa,kenapa
11312,jg,juga
11313,jg,juga
11314,jg,juga
11315,yg,yang
11316,ciptain,menciptakan
11317,liat,lihat
11318,mbk,mbak
11319,org,orang
11320,yg,yang
11321,mba,mbak
11322,klo,kalo
11323,ngak,enggak
11324,masing2,masing-masing
11325,jawabanny,jawabannya
11326,jgn,jangan
11327,ngurusin,mengurusi
11328,dech,deh
11329,urusin,urus
11330,aj,saja
11331,masing2,masing-masing
11332,aduhhh,aduh
11333,ajj,saja
11334,yg,yang
11335,mikir2,memikir-mikir
11336,klo,kalo
11337,gk,enggak
11338,jdi,jadi
11339,klo,kalo
11340,melihara,memelihara
11341,gw,gue
11342,tpi,tapi
11343,gw,gue
11344,jga,juga
11345,sma,sama
11346,ihh,ih
11347,oooh,oh
11348,lg,lagi
11349,bru,baru
11350,klo,kalo
11351,liat,lihat
11352,hidupx,hidupnya
11353,yg,yang
11354,skrg,sekarang
11355,lg,lagi
11356,aja,saja
11357,ngefans,fan
11358,dripda,daripada
11359,gara2,gara-gara
11360,ehh,eh
11361,skrg,sekarang
11362,gara2,gara-gara
11363,tdk,tidak
11364,lsg,langsung
11365,ngefans,fan
11366,klo,kalo
11367,ngefans,fan
11368,liat,lihat
11369,uztad,ustad
11370,gw,gue
11371,gw,gue
11372,anjingnyaa,anjingnya
11373,yaa,ya
11374,miara,memiara
11375,pegang2,pegang-pegang
11376,jg,juga
11377,gpp,enggak apa-apa
11378,tp,tapi
11379,ilmh,ilmu
11380,ttg,tentang
11381,smga,semoga
11382,sll,selalu
11383,dlm,dalam
11384,menasehati,menasihati
11385,suka2,suka-suka
11386,kelus,kali
11387,syang,sayang
11388,hubngan,hubungan
11389,sma,sama
11390,atw,atau
11391,gak,enggak
11392,ga,enggak
11393,yg,yang
11394,y,ya
11395,jd,jadi
11396,knpa,kenapa
11397,gak,enggak
11398,yg,yang
11399,sy,saya
11400,tp,tapi
11401,ga,enggak
11402,yg,yang
11403,yg,yang
11404,dr,dari
11405,melihara,memelihara
11406,apalg,apalagi
11407,silahkan,silakan
11408,yg,yang
11409,yg,yang
11410,kl,kalo
11411,koclak,kocak
11412,gokil,gila
11413,gak,enggak
11414,tuhh,tuh
11415,mrip,mirip
11416,bget,banget
11417,bju,baju
11418,tauu,tau
11419,yaa,ya
11420,cinggirnyaaaa,cinggirnya
11421,bcnda,bercanda
11422,yahhhh,ya
11423,miripppp,mirip
11424,ngakak,mengakak
11425,njir,anjir
11426,pede,percaya diri
11427,bgt,banget
11428,sedikitlaahh,sedikitlah
11429,aja,saja
11430,yaa,ya
11431,skitar,sekitar
11432,miriplahhhhhh,miriplah
11433,syediih,sedih
11434,yg,yang
11435,bgt,banget
11436,mirp,mirip
11437,sihh,sih
11438,cma,cuma
11439,baju.a,bajunya
11440,wiiiihhhhhhhhh,wih
11441,gak,enggak
11442,karna,karena
11443,wahh,wah
11444,bngett,banget
11445,emng,memang
11446,koq,kok
11447,cmn,cuman
11448,aj,saja
11449,inget,ingat
11450,aja,saja
11451,jg,juga
11452,sm,sama
11453,kren,keren
11454,ttp,tetap
11455,gantheng,ganteng
11456,synk,sayang
11457,tnya,tanya
11458,gilak,gila
11459,gw,gue
11460,ngfans,fan
11461,ama,sama
11462,miriiippp,mirip
11463,bgt,banget
11464,idungnya,hidungnya
11465,miriip,mirip
11466,wooow,wow
11467,keliatan,kelihatan
11468,panglingg,pangling
11469,bgt,banget
11470,ni,ini
11471,artisnyaa,artisnya
11472,dtggu,ditunggu
11473,yah,ya
11474,trnyata,ternyata
11475,sm,sama
11476,ahh,ah
11477,bgt,banget
11478,tehh,teh
11479,yg,yang
11480,kereeen,keren
11481,bangettt,banget
11482,bangeeettt,banget
11483,ka,kak
11484,bener,benar
11485,bener,benar
11486,bgt,banget
11487,smpe,sampai
11488,ga,enggak
11489,bosen,bosan
11490,liat,lihat
11491,bgtttttttt,banget
11492,ka,kak
11493,bgt,banget
11494,ga,enggak
11495,rapih,rapi
11496,yak,ya
11497,buuun,bun
11498,yg,yang
11499,ayoo,ayo
11500,iyak,iya
11501,mba,mbak
11502,ga,enggak
11503,bgtttt,banget
11504,iyaappps,iya
11505,pake,pakai
11506,pengen,pengin
11507,bgt,banget
11508,gini,begini
11509,bgtt,banget
11510,kmaren,kemarin
11511,sukse,sukses
11512,nih2,nih-nih
11513,yg,yang
11514,baruu,baru
11515,yg,yang
11516,bgt,banget
11517,sm,sama
11518,nyesel,menyesal
11519,kyknya,kayaknya
11520,kecptan,kecepatan
11521,scra,secara
11522,dl,dulu
11523,blm,belum
11524,klw,kalau
11525,yg,yang
11526,yah,ya
11527,rmbutnya,rambutnya
11528,pdhl,padahal
11529,skr,sekarang
11530,bnyk,banyak
11531,giti,begitu
11532,bgt,banget
11533,bener2,benar-benar
11534,penganten,pengantin
11535,yg,yang
11536,wrn,warna
11537,klo,kalo
11538,makasih,terima kasih
11539,bgt,banget
11540,yg,yang
11541,ne,ini
11542,bgt,banget
11543,ny,nya
11544,kluar,keluar
11545,cantikkkkk,cantik
11546,liat,lihat
11547,kk,kakak
11548,gokil,gila
11549,ngakak,mengakak
11550,liat,lihat
11551,fans,fan
11552,loksyut,lokasi syuting
11553,amfun,ampun
11554,ngakak,mengakak
11555,k',kak
11556,asuuu,asu
11557,bgt,banget
11558,ngakak,mengakak
11559,trs,terus
11560,kuu,ku
11561,dsini,disini
11562,ajaa,saja
11563,yaa,ya
11564,knp,kenapa
11565,kmu,kamu
11566,bsa,bisa
11567,tp,tapi
11568,klw,kalau
11569,dibls,dibalas
11570,ceklist,ceklis
11571,terusss,terus
11572,km,kamu
11573,gbs,enggak bisa
11574,d,di
11575,tlvn,telepon
11576,ak,aku
11577,jg,juga
11578,gbs,enggak bisa
11579,trkrim,terkirim
11580,ad,ada
11581,yg,yang
11582,ak,aku
11583,omongin,omongkan
11584,bangat,banget
11585,ngakak,mengakak
11586,kelaluan,kelakuan
11587,liat,lihat
11588,yg,yang
11589,knp,kenapa
11590,guanteng,ganteng
11591,cucok,cocok
11592,rempong,repot
11593,c,sih
11594,gueee,gue
11595,udh,sudah
11596,semangatt,semangat
11597,yaaa,ya
11598,haduh,aduh
11599,mlz,malas
11600,liat,lihat
11601,emak2,emak-emak
11602,ga,enggak
11603,bngt,banget
11604,sm,sama
11605,tante2,tante-tante
11606,yg,yang
11607,yg,yang
11608,knp,kenapa
11609,ga,enggak
11610,knp,kenapa
11611,kepoh,kepo
11612,yg,yang
11613,jalanin,menjalani
11614,aja,saja
11615,ngk,enggak
11616,repong,repot
11617,gk,enggak
11618,thu,itu
11619,ngrusin,mengurusi
11620,ma,sama
11621,dech,deh
11622,ma,sama
11623,y,ya
11624,pdhl,padahal
11625,liat,lihat
11626,sm,sama
11627,dua2nya,dua-duanya
11628,tp,tapi
11629,ama,sama
11630,iyaa,iya
11631,ama,sama
11632,yg,yang
11633,iy,iya
11634,sm,sama
11635,drpd,daripada
11636,sm,sama
11637,knp,kenapa
11638,hrs,harus
11639,sm,sama
11640,pdhl,padahal
11641,sdh,sudah
11642,aja,saja
11643,dnk,dong
11644,lg,lagi
11645,aja,saja
11646,msh,masih
11647,sma,sama
11648,sma,sama
11649,yg,yang
11650,mf,maaf
11651,senyumna,senyumnya
11652,siapaa,siapa
11653,ama,sama
11654,nggak,enggak
11655,udah,sudah
11656,ama,sama
11657,ka,kak
11658,sm,sama
11659,yg,yang
11660,yg,yang
11661,gausah,enggak usah
11662,ngejelek2in,menjelek-jelekkan
11663,ka,kak
11664,ni,ini
11665,hotx,hotnya
11666,aja,saja
11667,gak,enggak
11668,ngatur,mengatur
11669,ngatur,mengatur
11670,amiiiin,amin
11671,aja,saja
11672,yg,yang
11673,cwnya,ceweknya
11674,sm,sama
11675,nyaaa,nya
11676,inget,ingat
11677,mbaaahhh,mbah
11678,tetep,tetap
11679,tdk,tidak
11680,gitu,begitu
11681,ak,aku
11682,aj,saja
11683,tdk,tidak
11684,pasangn,pasangan
11685,yg,yang
11686,sttus,status
11687,ko,kok
11688,aama,sama
11689,k,kak
11690,ma,sama
11691,ka,kak
11692,lgi,lagi
11693,hadeuuhhhh,aduh
11694,nenek2,nenek-nenek
11695,msh,masih
11696,inget,ingat
11697,jgn,jangan
11698,trus,terus
11699,lebar2,lebar-lebar
11700,ga,enggak
11701,ka,kak
11702,sm,sama
11703,sm,sama
11704,sm,sama
11705,dpt,dapat
11706,yg,yang
11707,mgkn,mungkin
11708,sstu,sesuatu
11709,yg,yang
11710,sm,sama
11711,yg,yang
11712,trbaik,terbaik
11713,sll,selalu
11714,bhgia,bahagia
11715,serasiii,serasi
11716,ma,sama
11717,gimana,bagaimana
11718,gitu,begitu
11719,emang,memang
11720,tp,tapi
11721,cocokx,cocoknya
11722,jd,jadi
11723,emakx,emaknya
11724,bangett,banget
11725,iniiiiiiiiiiiiiii,ini
11726,sebenernya,sebenarnya
11727,ajah,saja
11728,cocookk,cocok
11729,dr,dari
11730,pd,pada
11731,pengen,pengin
11732,aj,saja
11733,sma,sama
11734,kll,kalo
11735,gini,begini
11736,cucok,cocok
11737,bgt,banget
11738,lahh,lah
11739,sampe,sampai
11740,lahhh,lah
11741,arghhh,ah
11742,gak,enggak
11743,gak,enggak
11744,sm,sama
11745,sm,sama
11746,aja,saja
11747,gak,enggak
11748,ihh,ih
11749,kaka,kakak
11750,yaa,ya
11751,ungkapin,ungkapkan
11752,udah,sudah
11753,yaa,ya
11754,merrid,merit
11755,yoo,ya
11756,emang,memang
11757,neh,nih
11758,cocokkkkk,cocok
11759,bgt,banget
11760,ma,sama
